Title,ParentID,CollaborationPeriod,Entity,DescriptionENG,DescriptionSPA,DirectResultsENG,DirectResultsSPA
NSA-2025-35-A_3,35,,PAHO/OPS & NSA/ANE,"MOD co-led the organization of the 10th International Conference on Birth Defects, which focused on the theme: Accelerating Action for Birth Defects and Disabilities: Surveillance, Prevention, Screening, Management, and Family-Centered Care. The conference was held in Chile from March 1-4, 2023. MOD, along with PAHO, WHO, CDC, and scientific and academic institutions such as the International Clearinghouse for Birth Defects Surveillance and Research, co-organized and led the conference.","MOD co-lideró la organización de la 10ª Conferencia Internacional sobre Defectos de Nacimiento, centrada en el tema: Acelerando la Acción para los Defectos de Nacimiento y Discapacidades: Vigilancia, Prevención, Detección, Manejo y Atención Centrada en la Familia, que se llevó a cabo en Chile del 1 al 4 de marzo de 2023. MOD, junto con la OPS, la OMS, los CDC y las instituciones científicas y académicas como el Centro Internacional de Información sobre Vigilancia e Investigación de Defectos de Nacimiento, co-organizó y lideró la Conferencia.","The conference had 220 registered participants, with 189 in attendance. Participants included representatives from 25 countries, listed in alphabetical order: Argentina, Australia, Bangladesh, Bolivia, Botswana, Brazil, Chile, Colombia, Costa Rica, England, India, Kenya, Malawi, Namibia, Nepal, Nicaragua, Pakistan, Paraguay, Philippines, South Africa, Sri Lanka, Switzerland, Uganda, the United States, and Uruguay. 

Over the four-day conference, there were six plenary sessions and 114 presentations covering topics such as screening, surveillance, prevention, management and care, and parent engagement. Additionally, there were 84 posters showcasing a variety of topics and findings. A pre-conference workshop focused on surveillance was conducted by the CDC and WHO, with 32 participants.

As a next step from ICBD2023, participants agreed to initiate a Call to Action regarding the integration, prevention, screening, diagnosis, and management of birth defects and disabilities into routine health services.","La conferencia tuvo 220 participantes registrados, de los cuales 189 asistieron. Los participantes incluyeron representación de 25 países, incluyendo (en orden alfabético) Argentina, Australia, Bangladés, Bolivia, Botsuana, Brasil, Chile, Colombia, Costa Rica, Inglaterra, India, Kenia, Malaui, Namibia, Nepal, Nicaragua, Pakistán, Paraguay, Filipinas, Sudáfrica, Sri Lanka, Suiza, Uganda, Estados Unidos y Uruguay. 

Durante la conferencia de cuatro días, se llevaron a cabo seis sesiones plenarias y 114 presentaciones que abarcaron temas de detección, vigilancia, prevención, manejo y atención, así como la participación de los padres. También hubo 84 carteles que presentaron una variedad de temas y hallazgos. Un taller previo a la conferencia centrado en la vigilancia fue dirigido por los CDC y la OMS con 32 participantes.

Como siguiente paso de ICBD2023, los participantes se alinearon para iniciar un Llamado a la Acción respecto a la integración, prevención, detección, diagnóstico y manejo de los defectos de nacimiento y la discapacidad en los servicios de salud rutinarios."
NSA-2025-35-A_4,35,,PAHO/OPS,"PAHO organized a webinar in commemoration of World Patient Safety Day (WPSD) on September 23, 2025, with the theme ""Safe care for every newborn and every child."" MOD contributed by presenting the experience of family and caregiver involvement in the quality and safety of newborn care. MOD also advocated for the role of families and caregivers in improving the quality of care, which depends not only on healthcare teams but also on their caregivers.","La OPS organizó un seminario web en conmemoración del Día Mundial de la Seguridad del Paciente (WPSD), el 23 de septiembre de 2025, con el tema ""Cuidado seguro para cada recién nacido y cada niño"". MOD contribuyó presentando la experiencia en la participación de familias y cuidadores en la calidad y seguridad del cuidado de los recién nacidos. MOD también abogó por el papel de las familias y cuidadores en la mejora de la calidad del cuidado, que depende no solo de los equipos de salud, sino también de sus cuidadores.","Over 3,000 registrants and more than 1,000 who actively participated until the end.","Más de 3,000 registrados y más de 1,000 que participaron activamente hasta el final."
NSA-2025-29-A_1,29,,NSA/ANE,"Mobilization of the IDF network to advocate with national Ministries of Health for the inclusion of the HEARTS package D-module on diagnosis and management of type 2 diabetes in national programs, promotion of the use of the PAHO Strategic Fund, and dissemination of global initiatives such as Better Care for NCDs, the Global Diabetes Compact, and the diabetes coverage targets.","Movilización de la red de las FDI para abogar ante los Ministerios de Salud nacionales por la inclusión del módulo D del paquete HEARTS sobre diagnóstico y manejo de la diabetes tipo 2 en los programas nacionales, promoción del uso del Fondo Estratégico de la OPS y difusión de iniciativas globales como Mejor Atención para las ENCD, el Pacto Global sobre Diabetes y los objetivos de cobertura de la diabetes.","-A leaflet (in English and Spanish) was created to support advocacy efforts by the IDF network with national Ministries of Health, outlining the HEARTS package D-module, Better Care for NCDs, the Global Diabetes Compact, diabetes coverage targets, and the PAHO Strategic Fund.

-A Webinar (in English and Spanish) was held for IDF members to present the leaflet and offer guidance on its use, with participation from the PAHO focal point.","- Se desarrolló un folleto (en inglés y español) para apoyar los esfuerzos de defensa de la red de la IDF con los Ministerios de Salud nacionales, describiendo el módulo D del paquete HEARTS, Mejor Atención para las ENTs, el Compromiso Global sobre la Diabetes, los objetivos de cobertura de diabetes y el Fondo Estratégico de la OPS.

- Se llevó a cabo un seminario web (en inglés y español) para los miembros de la IDF con el fin de presentar el folleto y proporcionar orientación sobre su uso, con la participación del punto focal de la OPS."
NSA-2025-29-A_2,29,,PAHO/OPS & NSA/ANE,"Collaboration between IDF and PAHO to cross-promote educational materials and activities related to diabetes, including the dissemination of public education resources, joint participation in online events, and joint visibility efforts such as the World Diabetes Day campaign.","Colaboración entre la IDF y la OPS para promover de manera cruzada materiales educativos y actividades relacionadas con la diabetes, incluyendo la difusión de recursos de educación pública, la participación conjunta en eventos en línea y esfuerzos conjuntos de visibilidad, como la campaña del Día Mundial de la Diabetes.","- Monthly calls with the focal point for a continuous exchange of information between IDF and PAHO about ongoing activities.
- Cross-promotion of World Diabetes Day and relevant international days messaging.
- IDF and its North America and Caribbean and South and Central American Regions shared relevant PAHO social media posts with its network (notably on Better Care on NCDs and HEARTS-D) to promote the work of the entity.","- Llamadas mensuales con el punto focal para un intercambio continuo de información entre la IDF y la OPS sobre las actividades en curso.  
- Promoción cruzada del Día Mundial de la Diabetes y mensajes de días internacionales relevantes.  
- La IDF y sus Regiones de América del Norte y el Caribe, así como de América del Sur y Central, compartieron publicaciones relevantes de la OPS en redes sociales con su red (notablemente sobre Mejor Atención en las ENTs y HEARTS-D), para promover el trabajo de la entidad."
NSA-2025-29-A_3,29,,NSA/ANE,"Development of infographics for healthcare professionals and individuals living with diabetes, focusing on diabetes-related complications and the prevention of type 2 diabetes, aimed at the general public.","Desarrollo de infografías para profesionales de la salud y personas que viven con diabetes, centradas en las complicaciones relacionadas con la diabetes y la prevención de la diabetes tipo 2, dirigidas al público en general.","- This activity was not included in the original plan, but it was agreed to replace the awareness-raising webinar that could not be developed.  
- The infographics began development in September 2025 and will be ready in early 2026. They will focus on raising awareness of diabetes complications for healthcare professionals and individuals living with or at risk of diabetes.  
- The plan has been discussed with our focal point, who will receive the drafts for input as soon as they are ready.","- Esta actividad no estaba incluida en el plan original, pero se acordó reemplazar el seminario web de sensibilización que no pudo desarrollarse.  
- Las infografías comenzaron a desarrollarse en septiembre de 2025 y estarán listas a principios de 2026. Se centrarán en la concienciación sobre las complicaciones de la diabetes para profesionales de la salud y personas que viven con diabetes o que están en riesgo de padecerla.  
- El plan ha sido discutido con nuestro punto focal, quien recibirá los borradores para su revisión tan pronto como estén listos."
NSA-2025-27-A_1,27,,NSA/ANE,"USP worked closely with PAHO on activities to enhance access to quality and safe medicines, helping to improve the health of people in Latin America and the Caribbean. Building on previous accomplishments, USP collaborated with PAHO to further strengthen the regional regulatory capacities to respond to the challenges of ensuring the availability of quality-assured products.","USP trabajó en estrecha colaboración con la OPS en actividades para mejorar el acceso a medicamentos de calidad y seguros, ayudando a mejorar la salud de las personas en América Latina y el Caribe. Basándose en logros anteriores, USP colaboró con la OPS para fortalecer aún más las capacidades regulatorias regionales para responder a los desafíos de garantizar la disponibilidad de productos con garantía de calidad.","USP and PAHO together helped enhance regional capacity to ensure the quality of medicines and other health technologies available to patients and consumers. Improved quality management systems in regulatory and laboratory settings, in alignment with internationally recognized standards, can effectively support the regulatory system within the country and/or in sub-regional initiatives.","USP y la OPS juntos ayudaron a mejorar la capacidad regional para garantizar la calidad de los medicamentos y otras tecnologías de salud disponibles para pacientes y consumidores. Se mejoraron los sistemas de gestión de calidad en entornos regulatorios y de laboratorio, en alineación con estándares internacionalmente reconocidos, que pueden apoyar de manera efectiva el sistema regulatorio dentro del país y/o en iniciativas subregionales."
NSA-2025-27-A_2,27,,NSA/ANE,USP supported PANDRH's projects and contributed capabilities relevant to the thematic areas of the Network. USP shared its knowledge and experience regarding the quality and safety of medicines and other health technologies to advance the relevant subject areas identified as priorities/strategies by the Network. USP also assisted PANDRH in aligning with other global regulatory cooperation initiatives.,"USP apoyó los proyectos de PANDRH y contribuyó con capacidades relevantes a las áreas temáticas de la Red. USP aportó su conocimiento y experiencia en la calidad y seguridad de los medicamentos y otras tecnologías de salud para avanzar en las áreas temáticas relevantes, identificadas como prioritarias/estratégicas por la Red. USP también apoyó a PANDRH en la convergencia con otras iniciativas de cooperación regulatoria global.","USP's support of PANDRH projects helped advance the Network's goal of promoting drug regulatory harmonization for all aspects of quality, safety, and efficacy of medicines and other health technologies. USP presented at multiple panel sessions and helped shape the recommendations of the XI Conference of the Pan American Network on Drug Regulatory Harmonization (CPANDRH). At the PANDRH Steering Committee meeting, USP also advised Steering Committee members on how to support the implementation of the CPANDRH recommendations.","El apoyo de USP a los proyectos de PANDRH ayudó a avanzar en el objetivo de la Red de promover la armonización regulatoria de medicamentos en todos los aspectos de calidad, seguridad y eficacia de los medicamentos y otras tecnologías de salud. USP participó en múltiples sesiones de panel y ayudó a dar forma a las recomendaciones de la XI Conferencia de la Red Panamericana de Armonización Regulatoria de Medicamentos (CPANDRH). En la reunión del Comité Directivo de PANDRH, USP también asesoró a los miembros del Comité Directivo sobre cómo apoyar la implementación de las recomendaciones de la CPANDRH."
NSA-2025-24-A_1,24,,PAHO/OPS & NSA/ANE,"**Title of activity:** Strengthen civil society capacity to promote effective policies for preventing non-communicable diseases (NCDs).  
**Description:** Strengthen the region’s civil society capacity to promote the adoption, implementation, and monitoring of effective policies to reduce risk factors and contribute to the prevention of chronic, non-communicable diseases.","Título de la actividad: Fortalecer la capacidad de la sociedad civil para promover políticas efectivas para la prevención de enfermedades no transmisibles o ENT.  
Descripción: Fortalecer la capacidad de la sociedad civil de la región para promover la adopción, implementación y monitoreo de políticas efectivas que reduzcan los factores de riesgo y contribuyan a la prevención de enfermedades crónicas no transmisibles.","- 3 out of 4 Central American countries, in collaboration with PAHO, now have legislative proposals for Front-of-Package Warning Labels. Workshops were held in Costa Rica (2023), Guatemala (2024), and Panama (2025), along with capacity-building efforts for legislators.
- Bolivia, Ecuador, and Panama, in partnership with PAHO, have advanced proposals to eliminate industrially produced trans fatty acids (TFA), engaging civil society to ensure that the bills align with PAHO's best practices.
- Advocacy for mandatory sodium reduction targets is underway in Costa Rica and Panama, in collaboration with PAHO, through social mobilization, campaigns, and events involving civil society, academia, and health authorities.
- Together with Colansa and PAHO, financial and technical support was provided for 4 subgrants focused on agroecology, school environments, UPF marketing regulation, and coalition building.
- ALASA, a regional alliance aimed at reducing alcohol consumption, was organized to support PAHO; it is now assisting Uruguay and Costa Rica in forming national alliances.","- 3 de 4 países de América Central, en conjunto con la OPS, ahora tienen propuestas legislativas sobre Etiquetas de Advertencia en el Frente del Paquete. Se llevaron a cabo talleres en Costa Rica (2023), Guatemala (2024) y Panamá (2025), además de capacitación con legisladores.
- Bolivia, Ecuador y Panamá, en colaboración con la OPS, avanzaron propuestas para eliminar los ácidos grasos trans (TFA) producidos industrialmente, involucrando a la sociedad civil para mantener los proyectos de ley alineados con las mejores prácticas de la OPS.
- Abogacía por objetivos obligatorios de reducción de sodio en Costa Rica y Panamá, en conjunto con la OPS, a través de movilización social, campañas y eventos con la sociedad civil, la academia y las autoridades de salud.
- Con Colansa y la OPS, se proporcionó apoyo financiero y técnico a 4 subgrupos sobre agroecología, entornos escolares, regulación de la comercialización de alimentos ultraprocesados y construcción de coaliciones.
- Se organizó ALASA, una alianza regional para reducir el consumo de alcohol, apoyando a la OPS; ahora asistiendo a Uruguay y Costa Rica para formar alianzas nacionales."
NSA-2025-24-A_2,24,,NSA/ANE,"**Title of activity:** Stronger Communication for Advocacy

**Description:** Bring together communication experts from civil society and partner organizations to enhance communication by linking local, national, and regional levels to support policy change. CLAS plans to establish a regional communication space that fosters synergies, empowers local advocates, and articulates the efforts of various groups.","Título de la actividad: Comunicación más fuerte para la defensa

Descripción: Reunir a expertos en comunicación de la sociedad civil y organizaciones asociadas y promover una comunicación mejorada conectando los niveles local, nacional y regional para apoyar el avance del cambio de políticas. CLAS planea organizar un espacio de comunicación regional que genere sinergias, empodere a los defensores locales y articule los esfuerzos de diversos grupos.","-CLAS and Colansa launched SaludableSaberlo and, in collaboration with PAHO, expanded and integrated it with PAHO’s platforms to improve the reach of evidence-based information to the public, media, and decision-makers.  
-CLAS, COLANSA, and PAHO jointly developed scientific materials and co-designed campaigns disseminated through their channels, integrating national and regional communications and social/traditional media to empower local advocates.  
-With PAHO, SaludableSaberlo hosted webinars on journalism, conflict of interest, and digital marketing, and compiles top-read articles in a monthly newsletter.  
-In September 2025, SaludableSaberlo and PAHO held a journalist workshop with over 40 participants from 10 countries. Reach has grown significantly since its launch in January 2024.","-CLAS y Colansa lanzaron SaludableSaberlo y, en colaboración con la OPS, lo expandieron e integraron con las plataformas de la OPS para mejorar el alcance de la información basada en evidencia al público, los medios y los tomadores de decisiones.  
-CLAS, COLANSA y la OPS desarrollaron conjuntamente materiales científicos y co-diseñaron campañas que se difundieron a través de sus canales, integrando las comunicaciones nacionales y regionales y los medios sociales/tradicionales para empoderar a los defensores locales.  
-Con la OPS, SaludableSaberlo organizó seminarios web sobre periodismo, conflictos de interés y marketing digital, y compila los artículos más leídos en un boletín mensual.  
-En septiembre de 2025, SaludableSaberlo y la OPS llevaron a cabo un taller para periodistas con más de 40 participantes de 10 países. El alcance ha crecido significativamente desde su lanzamiento en enero de 2024."
NSA-2025-21-A_1,21,,PAHO/OPS & NSA/ANE,"In September 2024, PAHO participated in ASM’s Policy Conference on Equitable Access to Diagnostics to address AMR. In August 2025, ASM presented its work on Bordetella pertussis surveillance during a ReLAVRA webinar. In September 2025, PAHO joined ASM in a workshop in Mexico City to review Bordetella pertussis outbreaks in Latin America and associated macrolide resistance, providing technical guidance to strengthen collaboration among Mexico, Brazil, and Peru.","En septiembre de 2024, la OPS participó en la Conferencia de Políticas de ASM sobre el Acceso Equitativo a los Diagnósticos para abordar la RAM.  
En agosto de 2025, ASM presentó su trabajo sobre la vigilancia de Bordetella pertussis durante un seminario web de ReLAVRA.  
En septiembre de 2025, la OPS se unió a ASM en un taller en la Ciudad de México para revisar los brotes de Bordetella pertussis en América Latina y la resistencia asociada a macrólidos, proporcionando orientación técnica para fortalecer la colaboración entre México, Brasil y Perú.","Identified potential opportunities for PAHO, ASM, and Latin American countries to maintain surveillance of Bordetella Pertussis infection and the development of resistance. ASM will assess these opportunities for inclusion in our US CDC funded Cooperative Agreement activities.","Identificadas oportunidades potenciales para la OPS, ASM y los países de América Latina para mantener la vigilancia de la infección por Bordetella Pertussis y el desarrollo de resistencia.  
ASM evaluará estas oportunidades para su incorporación en nuestras actividades del Acuerdo Cooperativo financiado por los CDC de EE. UU."
NSA-2025-18-A_1,18,,PAHO/OPS & NSA/ANE,"Baseline Data and Air Quality Management: Generated and synthesized baseline data to identify opportunities for improvement and strengthen air quality management tools, and support the development of integrated plans.","Datos de referencia y gestión de la calidad del aire: Se generaron y sintetizaron datos de referencia para identificar oportunidades de mejora y fortalecer las herramientas de gestión de la calidad del aire, así como apoyar el desarrollo de planes integrados.","- Air quality management capacities in 152 cities across Latin America and the Caribbean were mapped and visualized to effectively communicate key findings.
- This comprehensive dataset supported several initiatives, including the development of background analysis for updating Trinidad and Tobago’s National Air Pollution Rules.
- The dataset also served as a foundational input for updating the Regional Air Quality Action Plan for Latin America and the Caribbean (2022–2025) of the United Nations Environment Programme (UNEP).","- Se mapearon y visualizaron las capacidades de gestión de la calidad del aire en 152 ciudades de América Latina y el Caribe para comunicar de manera efectiva los hallazgos clave.  
- Este conjunto de datos integral apoyó varias iniciativas, incluida la elaboración de un análisis de antecedentes para actualizar las Normas Nacionales de Contaminación del Aire de Trinidad y Tobago.  
- El conjunto de datos también sirvió como un insumo fundamental para actualizar el Plan de Acción Regional de Calidad del Aire para América Latina y el Caribe (2022–2025) del Programa de las Naciones Unidas para el Medio Ambiente (PNUMA)."
NSA-2025-18-A_2,18,,PAHO/OPS & NSA/ANE,"Capacity Building: Organized joint capacity-building initiatives, such as webinars, workshops, and training resources covering air quality management, monitoring, emission inventories, and health risk assessments. Key PAHO and WHO tools leveraged include: AirQ+: Software Tool for Health Risk Assessment of Air Pollution, WHO Household Energy Assessment Rapid Tool (HEART), and Carbon Reduction Benefits on Health (CaRBonH) Calculation Tool.","Desarrollo de Capacidades: Se organizaron iniciativas conjuntas de desarrollo de capacidades, como seminarios web, talleres y recursos de capacitación que abarcan la gestión de la calidad del aire, el monitoreo, los inventarios de emisiones y las evaluaciones de riesgos para la salud. Las herramientas clave de la OPS y la OMS utilizadas incluyen: AirQ+: Herramienta de Software para la Evaluación de Riesgos para la Salud de la Contaminación del Aire, Herramienta Rápida de Evaluación de Energía Doméstica de la OMS (HEART) y Herramienta de Cálculo de Beneficios de Reducción de Carbono para la Salud (CaRBonH).","- Supported the implementation of the WHO Household Energy Assessment Rapid Tool in Honduras, Panama, Peru, and Paraguay to enhance data-driven decision-making.
- Updated PAHO Household Air Pollution Country Profiles in Belize, Bolivia, Colombia, Guatemala, Honduras, Mexico, Nicaragua, Panama, Paraguay, and Peru to inform policy-making.
- Strengthened the health sector’s capacity in Colombia to evaluate health co-benefits of climate change and air quality mitigation actions using AirQ+. Professionals from 20 cities were trained.
- Conducted an in-person training on air quality monitoring (March 12-14, 2024) and delivered a guided virtual course (May to September 2024) titled “Comprehensive Management of Air Quality and Health in the Framework of Climate Action: Guidance for Decision Makers in Central America and the Dominican Republic.” Over 40 participants from health and environment sectors participated, setting priority actions and estimating health benefits.","- Apoyó la implementación de la Herramienta Rápida de Evaluación de Energía en los Hogares de la OMS en Honduras, Panamá, Perú y Paraguay para mejorar la toma de decisiones basada en datos.
- Actualizó los Perfiles de Contaminación del Aire en los Hogares de la OPS en Belice, Bolivia, Colombia, Guatemala, Honduras, México, Nicaragua, Panamá, Paraguay y Perú para informar la formulación de políticas.
- Fortaleció la capacidad del sector salud en Colombia para evaluar los co-beneficios en salud de las acciones de mitigación del cambio climático y la calidad del aire utilizando AirQ+. Se capacitó a profesionales de 20 ciudades.
- Realizó una capacitación presencial sobre monitoreo de la calidad del aire (del 12 al 14 de marzo de 2024) y ofreció un curso virtual guiado (de mayo a septiembre de 2024) titulado “Gestión Integral de la Calidad del Aire y la Salud en el Marco de la Acción Climática: Orientaciones para Tomadores de Decisiones en Centroamérica y la República Dominicana.” Más de 40 participantes de los sectores de salud y medio ambiente participaron, estableciendo acciones prioritarias y estimando beneficios para la salud."
NSA-2025-18-A_3,18,,PAHO/OPS & NSA/ANE,"Regional Group of Experts on AirQ+: Supported the establishment of the Regional Group of Experts on AirQ+ in Latin America and the Caribbean, promoting the integration of health impact assessments into national air quality management processes.","Grupo Regional de Expertos en AirQ+: Apoyó el establecimiento del Grupo Regional de Expertos en AirQ+ en América Latina y el Caribe, fomentando la integración de evaluaciones de impacto en la salud en los procesos nacionales de gestión de la calidad del aire.","- Collaborated with PAHO, WHO, and regional partners to establish the Regional Group of Experts on AirQ+ in Latin America and the Caribbean.
- Co-organized and delivered an in-person technical training workshop on AirQ+ in Barranquilla, Colombia (October 2023), enhancing regional capacity for health impact assessments.
- Drafted a regional roadmap to guide actions for the group, establishing a foundation for coordinated efforts among the experts.","- Colaboró con la OPS, la OMS y socios regionales para establecer el Grupo Regional de Expertos en AirQ+ en América Latina y el Caribe.  
- Coorganizó y llevó a cabo un taller de capacitación técnica presencial sobre AirQ+ en Barranquilla, Colombia (octubre de 2023), mejorando la capacidad regional para evaluaciones de impacto en la salud.  
- Redactó una hoja de ruta regional para guiar las acciones del grupo, estableciendo una base para los esfuerzos coordinados entre los expertos."
NSA-2025-18-A_4,18,,PAHO/OPS & NSA/ANE,"Regulatory Development and Updates: Assisted in the revision of national air quality standards to align with WHO guidelines by conducting regulatory assessments, providing legislative guidance, developing emission reduction scenarios, performing air quality modeling, and evaluating health benefits using the AirQ+ tool.","Desarrollo y Actualizaciones Regulatorias: Apoyé la revisión de los estándares nacionales de calidad del aire en alineación con las directrices de la OMS a través de evaluaciones regulatorias, orientación legislativa, escenarios de reducción de emisiones, modelado de la calidad del aire y evaluaciones de beneficios para la salud utilizando la herramienta AirQ+.","- Designed regulatory guidelines on air quality, climate, and health to support regulatory development in the Central American Integration System (SICA) region, and assisted countries in evaluating the health co-benefits of updated air quality regulations.
- Developed a Regulatory Assessment Report in Trinidad and Tobago, which included the proposal of updated air quality objectives, the estimation of emission reduction scenarios, and the assessment of health co-benefits—using the AirQ+ tool—associated with the implementation of updated air pollution regulations based on the WHO Global Air Quality Guidelines 2021.","- Diseñó directrices regulatorias sobre calidad del aire, clima y salud para apoyar el desarrollo regulatorio en la región del Sistema de la Integración Centroamericana (SICA), y apoyó a los países en la evaluación de los co-beneficios para la salud de las regulaciones actualizadas sobre calidad del aire.  
- Desarrolló un Informe de Evaluación Regulatoria en Trinidad y Tobago, que incluye la propuesta de objetivos actualizados de calidad del aire, la estimación de escenarios de reducción de emisiones y la evaluación de los co-beneficios para la salud—utilizando la herramienta AirQ+—asociados con la implementación de regulaciones actualizadas sobre la contaminación del aire basadas en las Directrices Globales de Calidad del Aire de la OMS 2021."
NSA-2025-18-A_5,18,,PAHO/OPS & NSA/ANE,"Integrated Plans and Roadmaps: Developed comprehensive national and regional plans and identified key interventions to promote air quality, climate, and public health objectives.","Planes y Hoja de Ruta Integrados: Se desarrollaron planes nacionales y regionales integrados y se identificaron intervenciones clave para avanzar en los objetivos de calidad del aire, clima y salud pública.","- Consolidated the Integrated Roadmap for Air Quality, Short-Lived Climate Pollutants Mitigation, and Health for the Central American Integration System (SICA) region, including the selection of priority actions and their implementation as a first stage. This initial phase incorporated regulatory guidelines and capacity-building activities focused on air quality, climate, and health.
- Consolidated the country’s Roadmap for Action on Climate, Air Quality, and Health in Trinidad and Tobago, and defined a portfolio of priority interventions aimed at achieving the emission reduction scenario established as a target for updating the Air Pollution Rules.","- Consolidó la Hoja de Ruta Integrada para la Calidad del Aire, la Mitigación de Contaminantes Climáticos de Vida Corta y la Salud para la región del Sistema de Integración Centroamericana (SICA), incluyendo la selección de acciones prioritarias y su implementación como primera etapa. Esta fase inicial incorporó directrices regulatorias y actividades de fortalecimiento de capacidades centradas en la calidad del aire, el clima y la salud.  
- Consolidó la Hoja de Ruta del país para la Acción sobre Clima, Calidad del Aire y Salud en Trinidad y Tobago, y definió un portafolio de intervenciones prioritarias destinadas a lograr el escenario de reducción de emisiones establecido como objetivo para la actualización de las Normas de Contaminación del Aire."
NSA-2025-18-A_6,18,,PAHO/OPS & NSA/ANE,"Strengthened Air Quality Monitoring: Enhanced air quality monitoring through comprehensive assessments, customized recommendations, the creation of national and regional strategies, and the design of a prototype air quality monitoring station.","Monitoreo de Calidad del Aire Fortalecido: Mejora del monitoreo de la calidad del aire a través de evaluaciones detalladas, recomendaciones personalizadas, el desarrollo de estrategias nacionales y regionales, y el diseño de un prototipo de estación de monitoreo de calidad del aire.","- Developed a protocol for the design and operation of air quality monitoring in the Dominican Republic, along with a proposal for the redesign of the national monitoring network.
- Implemented an air quality and short-lived climate pollutant (SLCP) monitoring network assessment for countries of the Central American Integration System (SICA) region. This included one-on-one interviews, the development of a regional strategy for air quality monitoring, and the design of a prototype air pollution and hydro-meteorological monitoring system. These elements were discussed and validated by SICA member states during an in-person training workshop that included a site visit.","- Desarrollé un protocolo para el diseño y operación del monitoreo de la calidad del aire en la República Dominicana, junto con una propuesta para el rediseño de la red nacional de monitoreo.
- Implementé una evaluación de la red de monitoreo de la calidad del aire y de los contaminantes climáticos de corta duración (SLCP) para los países de la región del Sistema de la Integración Centroamericana (SICA). Esto incluyó entrevistas individuales, el desarrollo de una estrategia regional para el monitoreo de la calidad del aire y el diseño de un prototipo de sistema de monitoreo de la contaminación del aire y de hidro-meteorología. Estos elementos fueron discutidos y validados por los estados miembros del SICA durante un taller de capacitación presencial que incluyó una visita al sitio."
NSA-2025-18-A_7,18,,PAHO/OPS & NSA/ANE,"Response to Air Pollution Episodes: Provided support to countries experiencing air pollution events, such as wildfire smoke episodes, by identifying public health priorities and organizing targeted risk management workshops.","Respuesta a episodios de contaminación del aire: Se brindó apoyo a los países que enfrentan eventos de contaminación del aire, como episodios de humo de incendios forestales, al identificar prioridades de salud pública y organizar talleres de gestión de riesgos específicos.","In Colombia and Venezuela, I supported the organization and implementation of the in-person workshop ""Risk Management Against Fire Smoke: Climate Change, Air Pollution, and Health,"" aimed at building national capacities to respond to air pollution and health emergencies. The activity involved consolidating training materials and disseminating efforts to strengthen preparedness and response strategies. Workshop date: May 20, 2024.","En Colombia y Venezuela, se apoyó la organización y la implementación del taller presencial “Gestión del riesgo frente al humo de incendios: cambio climático, contaminación del aire y salud”, destinado a construir capacidades nacionales para responder a la contaminación del aire y a las contingencias de salud. La actividad involucró la consolidación de materiales de capacitación y la difusión de esfuerzos para fortalecer las estrategias de preparación y respuesta. Fecha del taller: 20 de mayo de 2024."
NSA-2025-18-A_8,18,,PAHO/OPS & NSA/ANE,"Dissemination of Best Practices: Facilitated regional knowledge-sharing through webinars and communication materials highlighting key results, lessons learned, and best practices in air quality management.","Diseminación de Mejores Prácticas: Facilitación del intercambio de conocimientos regional a través de seminarios web y materiales de comunicación que destacan los resultados clave, las lecciones aprendidas y las mejores prácticas en la gestión de la calidad del aire.","- Co-organized and coordinated the annual events for the International Day of Clean Air for Blue Skies (September 7).
- Developed and updated a project story for publication on the Climate and Clean Air Coalition (CCAC) website.
- Supported the implementation of the BreatheLife Campaign in Latin America and the Caribbean.","- Coorganizó y coordinó los eventos anuales para el Día Internacional del Aire Limpio por Cielos Azules (7 de septiembre).
- Desarrolló y actualizó una historia del proyecto para su publicación en el sitio web de la Coalición del Clima y el Aire Limpio (CCAC).
- Apoyó la implementación de la Campaña BreatheLife en América Latina y el Caribe."
